SourceFile,SourceFolder,SourceSubFolder,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Data_File,FileName,Temperature_SN,Conductivity_SN,No. of Parameters,No. of Records
1448mic.dat,CMLRE_CTD,cr220\ctd,1448mic,FORV SAGAR SAMPADA,220,2089,12.0,94.0,30-12-2003 10:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1448mic.dat,2881.0,2504.0,,
1448pp.dat,CMLRE_CTD,cr220\ctd,1447pp,FORV SAGAR SAMPADA,220,1456 m,12.0,94.292333,30-12-2003 05:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1447pp.dat,2881.0,2504.0,,
1449bd2.dat,CMLRE_CTD,cr220\ctd,1449bd2,FORV SAGAR SAMPADA,220 NIO,2195 m,12.766667,93.983333,30-12-2003 18:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1449bd2.dat,2881.0,2504.0,,
1450bd3.dat,CMLRE_CTD,cr220\ctd,1450bd3,FORV SAGAR SAMPADA,220,2024,12.983333,93.566667,30-12-2003 22:48,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1450bd3.dat,2881.0,2504.0,,
1451bd4.dat,CMLRE_CTD,cr220\ctd,1451bd4,FORV SAGAR SAMPADA       NIO,220 team 220,852,13.000833,93.333667,31-12-2003 02:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1451bd4.dat,2881.0,2504.0,,
1452bd5.dat,CMLRE_CTD,cr220\ctd,1452bd5,FORV SAGAR SAMPADA       NIO,220 team 220,705,12.4885,93.355,31-12-2003 07:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1452bd5.dat,2881.0,2504.0,,
1453bd6.dat,CMLRE_CTD,cr220\ctd,1453bd6,FORV SAGAR SAMPADA,220,1991,12.483333,93.566667,31-12-2003 10:44,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1453bd6.dat,2881.0,2504.0,,
1454.dat,CMLRE_CTD,cr220\ctd,1454,FORV SAGAR SAMPADA,220,1355 m,12.00444,93.333333,31-12-2003 15:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1454.dat,2881.0,2504.0,,
1455bd7.dat,CMLRE_CTD,cr220\ctd,1455 bd 7,FORV SAGAR SAMPADA,220,473,11.508056,93.424444,31-12-2003 22:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1455bd7.dat,2881.0,2504.0,,
1456bd8.dat,CMLRE_CTD,cr220\ctd,1456bd8,FORV SAGAR SAMPADA,220,602,11.5,93.0,01-01-2004 02:41,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1456bd8.dat,2881.0,2504.0,,
1457.dat,CMLRE_CTD,cr220\ctd,1457,FORV SAGAR SAMPADA,208,2300,13.733333,95.0,05-01-2004 18:42,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1457.dat,2881.0,2504.0,,
1458.dat,CMLRE_CTD,cr220\ctd,1458,FORV SAGAR SAMPADA,208,1350,13.733333,94.0,06-01-2004 05:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1458.dat,2881.0,2504.0,,
1458pp.dat,CMLRE_CTD,cr220\ctd,1458,FORV SAGAR SAMPADA,208,1350 M,13.733333,96.0,06-01-2004 05:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1458.dat,2881.0,2504.0,,
1459.dat,CMLRE_CTD,cr220\ctd,1459,FORV SAGAR SAMPADA,208,598 m,13.833333,92.833333,06-01-2004 17:15,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1459.dat,2881.0,2504.0,,
1460.dat,CMLRE_CTD,cr220\ctd,1460,FORV SAGAR SAMPADA,220,1450,13.833333,92.0,07-01-2004 00:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1460.dat,2881.0,2504.0,,
1460mic.dat,CMLRE_CTD,cr220\ctd,1460pp,FORV SAGAR SAMPADA,208,,13.833333,91.733333,07-01-2004 05:36,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1460mic.dat,2881.0,2504.0,,
1460pp.dat,CMLRE_CTD,cr220\ctd,1460pp,FORV SAGAR SAMPADA,208,,13.833333,91.733333,07-01-2004 05:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1460pp.dat,2881.0,2504.0,,
1461.dat,CMLRE_CTD,cr220\ctd,1461,FORV SAGAR SAMPADA,208,3000 m,13.833333,91.0,07-01-2004 12:22,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1461.dat,2881.0,2504.0,,
1462.dat,CMLRE_CTD,cr220\ctd,1462,FORV SAGAR SAMPADA,208,3800 M,13.833333,90.0,07-01-2004 22:14,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1462.dat,2881.0,2504.0,,
1463bd9.dat,CMLRE_CTD,cr220\ctd,1463bd9,FORV SAGAR SAMPADA,208,1500 m,13.0,92.0,08-01-2004 17:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1463bd9.dat,2881.0,2504.0,,
1464bd10.dat,CMLRE_CTD,cr220\ctd,1464 BD 10,FORV SAGAR SAMPADA       NIO,208 220,950,13.0,92.333333,08-01-2004 21:40,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1464bd10.dat,2881.0,2504.0,,
1465bd11.dat,CMLRE_CTD,cr220\ctd,1465bd11,FORV SAGAR SAMPADA       NIO,208 220,1400 M,12.5,92.166667,09-01-2004 02:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1465bd11.dat,2881.0,2504.0,,
1466bd12.dat,CMLRE_CTD,cr220\ctd,1466bd12,FORV SAGAR SAMPADA       NIO,208 220,2500,12.333333,91.833333,09-01-2004 06:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1466bd12.dat,2881.0,2504.0,,
1467bd13.dat,CMLRE_CTD,cr220\ctd,1467bd13,FORV SAGAR SAMPADA,208,3000,12.5,91.5,09-01-2004 09:27,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1467bd13.dat,2881.0,2504.0,,
1468.dat,CMLRE_CTD,cr220\ctd,1468,FORV SAGAR SAMPADA       NIO,208 220,3000,12.0,90.0,09-01-2004 22:39,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1468.dat,2881.0,2504.0,,
1468pp.dat,CMLRE_CTD,cr220\ctd,1468pp,FORV SAGAR SAMPADA,208,3000m,12.0,92.333333,10-01-2004 05:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1468pp.dat,2881.0,2504.0,,
1469.dat,CMLRE_CTD,cr220\ctd,1469,FORV SAGAR SAMPADA       NIO,208 220,3000m,12.0,91.0,10-01-2004 11:48,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1469.dat,2881.0,2504.0,,
1469mic.dat,CMLRE_CTD,cr220\ctd,1469micr,FORV SAGAR SAMPADA,208,3000 m,12.0,91.0,10-01-2004 13:33,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1469mic.dat,2881.0,2504.0,,
1470.dat,CMLRE_CTD,cr220\ctd,1470,FORV SAGAR SAMPADA       NIO,208 220,1250,12.0,92.0,10-01-2004 23:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1470.dat,2881.0,2504.0,,
1471bd14.dat,CMLRE_CTD,cr220\ctd,1471bd14,FORV SAGAR SAMPADA,208,800 m,11.5,92.0,11-01-2004 06:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1471bd14.dat,2881.0,2504.0,,
1472bd15.dat,CMLRE_CTD,cr220\ctd,1472bd15,FORV SAGAR SAMPADA,208,1000,11.5,91.666667,11-01-2004 09:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1472bd15.dat,2881.0,2504.0,,
1473bd16.dat,CMLRE_CTD,cr220\ctd,1473bd16,FORV SAGAR SAMPADA,208,,11.5,91.333333,11-01-2004 13:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1473bd16.dat,2881.0,2504.0,,
1474.dat,CMLRE_CTD,cr220\ctd,1474,FORV SAGAR SAMPADA,208,3500 m,10.0,91.0,12-01-2004 03:20,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1474.dat,2881.0,2504.0,,
1474micr.dat,CMLRE_CTD,cr220\ctd,1474micr,FORV SAGAR SAMPADA,208,,,,12-01-2004 05:48,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1474micr.dat,2881.0,2504.0,,
1474pp.dat,CMLRE_CTD,cr220\ctd,1474pp,FORV SAGAR SAMPADA,208,,,,12-01-2004 05:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\1474pp.dat,2881.0,2504.0,,
NSD01.HDR,CMLRE_CTD,cr221\CTD DATA,NSD1,FORV SAGAR SAMPADA,208 221,200,8.5,76.35,03-02-2004 06:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD1.dat,2881.0,2504.0,9.0,189.0
NSD02.HDR,CMLRE_CTD,cr221\CTD DATA,NSD2,FORV SAGAR SAMPADA,208 221,150,8.5,76.4,03-02-2004 06:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD2.dat,2881.0,2504.0,9.0,135.0
NSD03.HDR,CMLRE_CTD,cr221\CTD DATA,NSD3,FORV SAGAR SAMPADA,208 221,100,8.5,76.433333,03-02-2004 09:34,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD3.dat,2881.0,2504.0,9.0,91.0
NSD04.HDR,CMLRE_CTD,cr221\CTD DATA,NSD4,FORV SAGAR SAMPADA,208 221,75,8.5,76.483333,03-02-2004 11:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD4.dat,2881.0,2504.0,9.0,64.0
NSD05.HDR,CMLRE_CTD,cr221\CTD DATA,NSD5,FORV SAGAR SAMPADA,208 221,50,8.5,76.727167,03-02-2004 14:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD5.dat,2881.0,2504.0,9.0,40.0
NSD06.HDR,CMLRE_CTD,cr221\CTD DATA,NSD6,FORV SAGAR SAMPADA,208 cr221,22,8.5,76.8425,03-02-2004 15:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD6.dat,2881.0,2504.0,9.0,14.0
NSD07.HDR,CMLRE_CTD,cr221\CTD DATA,NSD7,FORV SAGAR SAMPADA,208 221,21.2,9.0,76.415333,04-02-2004 08:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD7.dat,2881.0,2504.0,9.0,15.0
NSD08.HDR,CMLRE_CTD,cr221\CTD DATA,NSD8,FORV SAGAR SAMPADA       CRUISE NO221,208,50,9.1,76.263,04-02-2004 05:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD8.dat,2881.0,2504.0,9.0,42.0
NSD09.HDR,CMLRE_CTD,cr221\CTD DATA,NSD9,FORV SAGAR SAMPADA,208 221,77,9.0,76.040667,04-02-2004 13:32,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD9.dat,2881.0,2504.0,9.0,70.0
NSD10.HDR,CMLRE_CTD,cr221\CTD DATA,NSD10,FORV SAGAR SAMPADA,208 221,91,9.0,75.993,04-02-2004 14:48,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD10.dat,2881.0,2504.0,9.0,82.0
NSD11.HDR,CMLRE_CTD,cr221\CTD DATA,NSD,FORV SAGAR SAMPADA,208 221,153.3,9.006333,75.957167,04-02-2004 15:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD11.dat,2881.0,2504.0,9.0,146.0
NSD12.HDR,CMLRE_CTD,cr221\CTD DATA,NSD12,FORV SAGAR SAMPADA,208 221,210,9.0095,75.941667,04-02-2004 17:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD12.dat,2881.0,2504.0,9.0,197.0
NSD13.HDR,CMLRE_CTD,cr221\CTD DATA,NSD13,FORV SAGAR SAMPADA,208 221,200,9.333333,75.833333,04-02-2004 21:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD13.dat,2881.0,2504.0,9.0,190.0
NSD14.HDR,CMLRE_CTD,cr221\CTD DATA,NSD14,FORV SAGAR SAMPADA,221,138,9.332667,75.8635,04-02-2004 22:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD14.dat,2881.0,2504.0,9.0,123.0
NSD15.HDR,CMLRE_CTD,cr221\CTD DATA,NSD15,FORV SAGAR SAMPADA,221,101,9.3345,75.892167,05-02-2004 05:20,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD15.dat,2881.0,2504.0,9.0,89.0
NSD16.HDR,CMLRE_CTD,cr221\CTD DATA,NSD16,FORV SAGAR SAMPADA,221,77,9.320833,75.955278,05-02-2004 08:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD16.dat,2881.0,2504.0,9.0,68.0
NSD17.HDR,CMLRE_CTD,cr221\CTD DATA,NSD17,FORV SAGAR SAMPADA,221,49,9.322333,76.095667,05-02-2004 11:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD17.dat,2881.0,2504.0,9.0,41.0
NSD18.HDR,CMLRE_CTD,cr221\CTD DATA,NSD18,FORV SAGAR SAMPADA,221 221,20.9,9.329167,76.2415,05-02-2004 13:14,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD18.dat,2881.0,2504.0,9.0,15.0
NSD19.HDR,CMLRE_CTD,cr221\CTD DATA,NSD19,FORV SAGAR SAMPADA,221,202,10.000667,75.596,06-02-2004 05:44,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD19.dat,2881.0,2504.0,9.0,194.0
NSD20.HDR,CMLRE_CTD,cr221\CTD DATA,NSD20,FORV SAGAR SAMPADA,221,135,9.985833,75.593333,06-02-2004 07:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD20.dat,2881.0,2504.0,9.0,129.0
NSD21.HDR,CMLRE_CTD,cr221\CTD DATA,NSD21,FORV SAGAR SAMPADA,221,98,9.991333,75.641667,06-02-2004 08:34,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD21.dat,2881.0,2504.0,9.0,90.0
NSD22.HDR,CMLRE_CTD,cr221\CTD DATA,NSD 22,FORV SAGAR SAMPADA,221,77,9.9935,75.6885,06-02-2004 10:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD22.dat,2881.0,2504.0,9.0,68.0
NSD23.HDR,CMLRE_CTD,cr221\CTD DATA,NSD23,FORV SAGAR SAMPADA,221,49.5,9.990333,75.810667,06-02-2004 12:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD23.dat,2881.0,2504.0,9.0,43.0
NSD24.HDR,CMLRE_CTD,cr221\CTD DATA,NSD24,FORV SAGAR SAMPADA       FOR V SAGAR SAMPADA,221 221,18,10.000667,76.088833,06-02-2004 16:17,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD24.dat,2881.0,2504.0,9.0,14.0
NSD25.HDR,CMLRE_CTD,cr221\CTD DATA,NSD 25,FORV SAGAR SAMPADA,221,176,10.491333,75.418833,07-02-2004 05:49,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD25.dat,2881.0,2504.0,9.0,164.0
NSD26.HDR,CMLRE_CTD,cr221\CTD DATA,NSD 26,FORV SAGAR SAMPADA,221,146,10.5,75.424,07-02-2004 06:37,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD26.dat,2881.0,2504.0,9.0,135.0
NSD27.HDR,CMLRE_CTD,cr221\CTD DATA,NSD27,FORV SAGAR SAMPADA,221,,10.5,75.5075,07-02-2004 08:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD27.dat,2881.0,2504.0,9.0,90.0
NSD28.HDR,CMLRE_CTD,cr221\CTD DATA,NSD28,FORV SAGAR SAMPADA,221,,10.5025,75.546833,07-02-2004 09:42,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD28.dat,2881.0,2504.0,9.0,65.0
NSD29.HDR,CMLRE_CTD,cr221\CTD DATA,NSD29,FORV SAGAR SAMPADA,221,48.4,10.507,75.676667,07-02-2004 12:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD29.dat,2881.0,2504.0,9.0,39.0
NSD30.HDR,CMLRE_CTD,cr221\CTD DATA,NSD30,FORV SAGAR SAMPADA,221,22.7,10.5,75.902667,07-02-2004 15:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD30.dat,2881.0,2504.0,9.0,17.0
NSD31.HDR,CMLRE_CTD,cr221\CTD DATA,NSD31,FORV SAGAR SAMPADA,221,23.7,10.994,75.7275,07-02-2004 22:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD31.dat,2881.0,2504.0,9.0,17.0
NSD32.HDR,CMLRE_CTD,cr221\CTD DATA,NSD32,FORV SAGAR SAMPADA,221,47.7,10.995167,75.449667,08-02-2004 05:54,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD32.dat,2881.0,2504.0,9.0,41.0
NSD33.HDR,CMLRE_CTD,cr221\CTD DATA,NSD33,FORV SAGAR SAMPADA,221,75,11.005667,75.259167,08-02-2004 08:50,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD33.dat,2881.0,2504.0,9.0,68.0
NSD34.HDR,CMLRE_CTD,cr221\CTD DATA,NSD34,FORV SAGAR SAMPADA,221,104.2,11.0,75.183167,08-02-2004 10:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD34.dat,2881.0,2504.0,9.0,97.0
NSD35.HDR,CMLRE_CTD,cr221\CTD DATA,NSD35,FORV SAGAR SAMPADA,221,150,11.007,75.119833,08-02-2004 12:28,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD35.dat,2881.0,2504.0,9.0,139.0
NSD36.HDR,CMLRE_CTD,cr221\CTD DATA,NSD36,FORV SAGAR SAMPADA,221,212,11.0,75.109667,08-02-2004 12:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD36.dat,2881.0,2504.0,9.0,198.0
NSD37.HDR,CMLRE_CTD,cr221\CTD DATA,37,FORV SAGAR SAMPADA,221,214,11.1475,74.995833,08-02-2004 15:35,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD37.dat,2881.0,2504.0,9.0,202.0
NSD38.HDR,CMLRE_CTD,cr221\CTD DATA,NSD38,FORV SAGAR SAMPADA,221,155,11.154167,75.001333,08-02-2004 17:35,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD38.dat,2881.0,2504.0,9.0,145.0
NSD39.HDR,CMLRE_CTD,cr221\CTD DATA,NSD39,FORV SAGAR SAMPADA,221,101,11.152833,75.063833,08-02-2004 18:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD39.dat,2881.0,2504.0,9.0,91.0
NSD40.HDR,CMLRE_CTD,cr221\CTD DATA,NSD40,FORV SAGAR SAMPADA,221,75,11.155333,75.133333,08-02-2004 20:29,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD40.dat,2881.0,2504.0,9.0,81.0
NSD41.HDR,CMLRE_CTD,cr221\CTD DATA,NSD41,FORV SAGAR SAMPADA,221,50,11.166333,75.329,09-02-2004 05:50,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD41.dat,2881.0,2504.0,9.0,42.0
NSD42.HDR,CMLRE_CTD,cr221\CTD DATA,nsd 42,FORV SAGAR SAMPADA,221,21,11.157833,75.678333,09-02-2004 11:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD42.dat,2881.0,2504.0,9.0,16.0
NSD43.HDR,CMLRE_CTD,cr221\CTD DATA,NSD43,FORV SAGAR SAMPADA,221,19,11.517667,75.503056,09-02-2004 15:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD43.dat,2881.0,2504.0,9.0,26.0
NSD44.HDR,CMLRE_CTD,cr221\CTD DATA,NSD44,FORV SAGAR SAMPADA,221,49,11.5015,75.181667,09-02-2004 20:40,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD44.dat,2881.0,2504.0,9.0,41.0
NSD45.HDR,CMLRE_CTD,cr221\CTD DATA,NSD45,FORV SAGAR SAMPADA,221,73,11.508833,74.8725,10-02-2004 05:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD45.dat,2881.0,2504.0,9.0,65.0
NSD46.HDR,CMLRE_CTD,cr221\CTD DATA,NSD46,FORV SAGAR SAMPADA,221,100.1,11.508667,74.780833,10-02-2004 09:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD46.dat,2881.0,2504.0,9.0,90.0
NSD47.HDR,CMLRE_CTD,cr221\CTD DATA,NSD47,FORV SAGAR SAMPADA,221,151.4,11.506167,74.729333,10-02-2004 09:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD47.dat,2881.0,2504.0,9.0,137.0
NSD48.HDR,CMLRE_CTD,cr221\CTD DATA,NSD48,FORV SAGAR SAMPADA,221,206,11.482833,74.729,10-02-2004 11:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD48.dat,2881.0,2504.0,9.0,190.0
NSD49.HDR,CMLRE_CTD,cr221\CTD DATA,NSD49,FORV SAGAR SAMPADA,221,206,11.983333,74.427667,10-02-2004 17:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD49.dat,2881.0,2504.0,9.0,193.0
NSD50.HDR,CMLRE_CTD,cr221\CTD DATA,NSD50,FORV SAGAR SAMPADA,221,146.2,11.98,74.472167,10-02-2004 18:30,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD50.dat,2881.0,2504.0,9.0,138.0
NSD51.HDR,CMLRE_CTD,cr221\CTD DATA,NSD51,FORV SAGAR SAMPADA,221,101,12.002167,74.586,10-02-2004 20:16,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD51.dat,2881.0,2504.0,9.0,88.0
NSD52.HDR,CMLRE_CTD,cr221\CTD DATA,NSD52,FORV SAGAR SAMPADA,221,75.5,11.996333,74.6795,10-02-2004 21:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD52.dat,2881.0,2504.0,9.0,63.0
NSD53.HDR,CMLRE_CTD,cr221\CTD DATA,NSD 53,FORV SAGAR SAMPADA,221,50,12.0,74.904,11-02-2004 05:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD53.dat,2881.0,2504.0,9.0,44.0
NSD54.HDR,CMLRE_CTD,cr221\CTD DATA,NSD54,FORV SAGAR SAMPADA,221,18,12.003,75.0985,11-02-2004 09:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\NSD54.dat,2881.0,2504.0,,
sac1.dat,CMLRE_CTD,cr222,sac1,FORV SAGAR SAMPADA,208 222,,10.721,74.786667,22-02-2004 09:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac1.dat,2881.0,2504.0,,
sac10.dat,CMLRE_CTD,cr222,sac10,FORV SAGAR SAMPADA,222,,20.984444,66.867778,02-03-2004 10:34,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac10.dat,2881.0,2504.0,,
sac10pp.dat,CMLRE_CTD,cr222,sac10pp,FORV SAGAR SAMPADA,222,,21.009444,66.083167,02-03-2004 05:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac10pp.dat,2881.0,2504.0,,
sac11.dat,CMLRE_CTD,cr222,sac11,FORV SAGAR SAMPADA,222,,21.4,65.733333,03-03-2004 11:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac11.dat,2881.0,2504.0,,
sac12.dat,CMLRE_CTD,cr222,sac12,FORV SAGAR SAMPADA,222,,22.4,66.283333,04-03-2004 11:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac12.dat,2881.0,2504.0,,
sac13.dat,CMLRE_CTD,cr222,sac13,FORV SAGAR SAMPADA,222,,22.42,66.920556,05-03-2004 10:07,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac13.dat,2881.0,2504.0,,
sac13pp.dat,CMLRE_CTD,cr222,sac13pp,FORV SAGAR SAMPADA,222,,22.414444,66.915833,05-03-2004 05:43,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac13.dat,2881.0,2504.0,,
sac14.dat,CMLRE_CTD,cr222,sac14,FORV SAGAR SAMPADA,222,,20.483333,68.8,06-03-2004 10:58,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac14.dat,2881.0,2504.0,,
sac15.dat,CMLRE_CTD,cr222,sac15,FORV SAGAR SAMPADA,222,,19.066667,68.666667,07-03-2004 10:52,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac15.dat,2881.0,2504.0,,
sac15pp.dat,CMLRE_CTD,cr222,sac14pp,FORV SAGAR SAMPADA,222,,19.066667,68.683333,07-03-2004 05:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac15pp.dat,2881.0,2504.0,,
sac16.dat,CMLRE_CTD,cr222,sac16,FORV SAGAR SAMPADA,222,,15.133333,73.216667,10-03-2004 13:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac16.dat,2881.0,2504.0,,
sac1pp.dat,CMLRE_CTD,cr222,sac1pp,FORV SAGAR SAMPADA,208 222,,10.715,74.788889,22-02-2004 06:00,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac1pp.dat,2881.0,2504.0,,
sac2.dat,CMLRE_CTD,cr222,sac2pp,FORV SAGAR SAMPADA,222,,12.013056,76.4,23-02-2004 09:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac2.dat,2881.0,2504.0,,
sac2pp.dat,CMLRE_CTD,cr222,stn sac2pp,FORV SAGAR SAMPADA,222,,11.993333,74.433056,23-02-2004 05:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac2 pp.dat,2881.0,2504.0,,
sac3.dat,CMLRE_CTD,cr222,sac3,FORV SAGAR SAMPADA,222,,12.633333,72.1,24-02-2004 10:06,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac3.dat,2881.0,2504.0,,
sac4.dat,CMLRE_CTD,cr222,SAC4,FORV SAGAR SAMPADA,222,,13.8,70.716667,25-02-2004 08:53,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac4.dat,2881.0,2504.0,,
sac4PP.dat,CMLRE_CTD,cr222,SAC4PP,FORV SAGAR SAMPADA,222,,13.812778,70.728889,25-02-2004 06:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac4PP.dat,2881.0,2504.0,,
sac5.dat,CMLRE_CTD,cr222,sac5,FORV SAGAR SAMPADA,222,,14.833333,74.0,26-02-2004 12:45,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac5.dat,2881.0,2504.0,,
sac6.dat,CMLRE_CTD,cr222,sac6,FORV SAGAR SAMPADA,222,,17.201389,72.169722,27-02-2004 10:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac6.dat,2881.0,2504.0,,
sac6pp.dat,CMLRE_CTD,cr222,SAC6PP,FORV SAGAR SAMPADA,222,,16.187222,72.405,27-02-2004 06:05,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac6pp.dat,2881.0,2504.0,,
sac7.dat,CMLRE_CTD,cr222,sac7,FORV SAGAR SAMPADA,222,,17.109833,69.8145,28-02-2004 13:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\sac7.dat,2881.0,2504.0,,
