SourceFile,SourceFolder,SourceSubFolder,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Data_File,FileName,Temperature_SN,Conductivity_SN,No. of Parameters,No. of Records
1530.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,14-05-2004 15:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB1.DAT,2881.0,2504.0,,
1531.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,14-05-2004 19:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB0.DAT,2881.0,2504.0,,
1532.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,18-05-2004 10:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB50.DAT,2881.0,2504.0,,
1533.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,19-05-2004 01:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB49.DAT,2881.0,2504.0,,
1534.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,10.597167,,19-05-2004 06:28,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB48.DAT,2881.0,2504.0,,
1535.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,19-05-2004 16:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB47.DAT,2881.0,2504.0,,
1536.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,19-05-2004 20:09,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB52.DAT,2881.0,2504.0,,
1537.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,20-05-2004 02:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB53.DAT,2881.0,2504.0,,
1538.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,20-05-2004 10:59,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB54.DAT,2881.0,2504.0,,
1539.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,,,,20-05-2004 16:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB55.DAT,2881.0,2504.0,,
1540.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,>950,12.365833,80.634167,20-05-2004 20:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB56.DAT,2881.0,2504.0,,
1546.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,>1200,14.166667,80.4825,22-05-2004 17:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB62.DAT,2881.0,2504.0,,
1547.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,990,19.998167,87.448,26-05-2004 09:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB83.DAT,2881.0,2504.0,,
1548.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,491,20.0595,87.198833,26-05-2004 17:12,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB82.DAT,2881.0,2504.0,,
1549.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,273,20.088167,87.183,26-05-2004 19:47,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB81.DAT,2881.0,2504.0,,
1550.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,1300m,19.082833,85.6965,27-05-2004 11:23,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB77.DAT,2881.0,2504.0,,
1551.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,510m,19.084667,85.547333,27-05-2004 18:57,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB76.DAT,2881.0,2504.0,,
1552.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,270m,19.052167,85.4515,27-05-2004 22:02,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB75.DAT,2881.0,2504.0,,
1553.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,900m,18.051333,84.323,28-05-2004 15:10,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB74.DAT,2881.0,2504.0,,
1554.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,620m,18.020667,84.303333,28-05-2004 18:38,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB73.DAT,2881.0,2504.0,,
1555.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,220m,18.023333,84.259333,28-05-2004 19:56,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB72.DAT,2881.0,2504.0,,
1556.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,892m,17.03,83.361944,31-05-2004 06:19,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB71.DAT,2881.0,2504.0,,
1557.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,498m,17.001667,83.211,31-05-2004 12:24,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB70DAT.DAT,2881.0,2504.0,,
1558.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,223m,17.003167,83.03,31-05-2004 17:08,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB69DAT.DAT,2881.0,2504.0,,
1559.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,910m,16.029667,82.053333,01-06-2004 07:51,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB68.DAT,2881.0,2504.0,,
1560.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,498m,16.080833,81.832333,01-06-2004 15:03,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB67.DAT,2881.0,2504.0,,
1561.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,217m,16.004667,81.491667,01-06-2004 22:04,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB66.DAT,2881.0,2504.0,,
1562.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,272m,15.256167,80.530667,02-06-2004 11:27,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB63.DAT,2881.0,2504.0,,
1563.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,560m,15.2525,80.5585,02-06-2004 13:46,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB64.DAT,2881.0,2504.0,,
1564.dat,CMLRE_CTD,cr225,,FORV SAGAR SAMPADA,CR225,815m,15.2905,80.596833,02-06-2004 18:26,Sea-Bird SBE 9 Raw Data File,C:\CTDDATA\GRAB65.DAT,2881.0,2504.0,,
1523.HDR,CMLRE_CTD,cr226,1523,,226,,11.5,93.017,11-06-2004 15:50,Sea-Bird SBE 9 Data File,C:\CTDDATA\1523.dat,2881.0,2504.0,8.0,976.0
1524.HDR,CMLRE_CTD,cr226,1524,,226,,11.9985,93.333,11-06-2004 23:20,Sea-Bird SBE 9 Data File,C:\CTDDATA\1524.dat,2881.0,2504.0,8.0,995.0
1525.HDR,CMLRE_CTD,cr226,1525,,226,,12.5,93.333333,12-06-2004 07:19,Sea-Bird SBE 9 Data File,C:\CTDDATA\1525.dat,2881.0,2504.0,8.0,601.0
1526.HDR,CMLRE_CTD,cr226,1526,,226,,12.5,93.583333,12-06-2004 14:21,Sea-Bird SBE 9 Data File,C:\CTDDATA\1526.dat,2881.0,2504.0,8.0,998.0
1527.HDR,CMLRE_CTD,cr226,1527,,226,,12.5005,94.008,12-06-2004 20:03,Sea-Bird SBE 9 Data File,C:\CTDDATA\1527.dat,2881.0,2504.0,8.0,992.0
1528.HDR,CMLRE_CTD,cr226,1528,,226,,13.006,93.330167,13-06-2004 06:51,Sea-Bird SBE 9 Data File,C:\CTDDATA\1528.dat,2881.0,2504.0,8.0,598.0
1529.HDR,CMLRE_CTD,cr226,1529,,226,,13.006167,93.584167,13-06-2004 11:30,Sea-Bird SBE 9 Data File,C:\CTDDATA\1529.dat,2881.0,2504.0,8.0,998.0
1530.HDR,CMLRE_CTD,cr226,1530,,226,,13.755,95.008333,14-06-2004 03:23,Sea-Bird SBE 9 Data File,C:\CTDDATA\1530.dat,2881.0,2504.0,8.0,500.0
1531.HDR,CMLRE_CTD,cr226,1531,,226,,13.7465,93.988833,14-06-2004 15:55,Sea-Bird SBE 9 Data File,C:\CTDDATA\1531.dat,2881.0,2504.0,8.0,999.0
1532.HDR,CMLRE_CTD,cr226,1532,,226,,13.75,93.0,15-06-2004 04:41,Sea-Bird SBE 9 Data File,C:\CTDDATA\1532.dat,2881.0,2504.0,8.0,17.0
1533.HDR,CMLRE_CTD,cr226,1533,,226,,13.75,93.333333,15-06-2004 10:51,Sea-Bird SBE 9 Data File,C:\CTDDATA\1533.dat,2881.0,2504.0,8.0,168.0
1534.HDR,CMLRE_CTD,cr226,1534,,226,,12.0035,94.995333,16-06-2004 12:38,Sea-Bird SBE 9 Data File,C:\CTDDATA\1534.dat,2881.0,2504.0,8.0,997.0
1535.HDR,CMLRE_CTD,cr226,1535,,226,,12.027333,93.9975,17-06-2004 02:59,Sea-Bird SBE 9 Data File,C:\CTDDATA\1535.dat,2881.0,2504.0,8.0,994.0
1536.HDR,CMLRE_CTD,cr226,1536,,226,,11.495667,94.002667,17-06-2004 16:14,Sea-Bird SBE 9 Data File,C:\CTDDATA\1536.dat,2881.0,2504.0,8.0,997.0
1537.HDR,CMLRE_CTD,cr226,1537,,226,,11.5,93.5,18-06-2004 01:24,Sea-Bird SBE 9 Data File,C:\CTDDATA\1537.dat,2881.0,2504.0,8.0,347.0
1538.HDR,CMLRE_CTD,cr226,1538,,226,,10.0,95.0,19-06-2004 00:59,Sea-Bird SBE 9 Data File,C:\CTDDATA\1538.dat,2881.0,2504.0,8.0,997.0
1539.HDR,CMLRE_CTD,cr226,1539,,226,,10.0,94.0,19-06-2004 18:11,Sea-Bird SBE 9 Data File,C:\CTDDATA\1539.dat,2881.0,2504.0,8.0,997.0
1540.HDR,CMLRE_CTD,cr226,1540,,226,,10.0,93.0,20-06-2004 11:42,Sea-Bird SBE 9 Data File,C:\CTDDATA\1540.dat,2881.0,2504.0,8.0,997.0
1541.HDR,CMLRE_CTD,cr226,1541,,226,,10.0,92.0,21-06-2004 05:45,Sea-Bird SBE 9 Data File,C:\CTDDATA\1541.dat,2881.0,2504.0,8.0,996.0
1542.HDR,CMLRE_CTD,cr226,1542,,226,,7.999333,94.509,26-06-2004 04:55,Sea-Bird SBE 9 Data File,C:\CTDDATA\1542.dat,2881.0,2504.0,8.0,998.0
21.HDR,CMLRE_CTD,cr228,21,,228,,13.523667,73.430333,19-09-2004 16:25,Sea-Bird SBE 9 Data File,C:\CTDDATA\21.dat,2881.0,2504.0,19.0,200.0
22.HDR,CMLRE_CTD,cr228,22,,228,,13.495333,73.415667,19-09-2004 11:47,Sea-Bird SBE 9 Data File,C:\CTDDATA\22.dat,2881.0,2504.0,19.0,499.0
23.HDR,CMLRE_CTD,cr228,23,,228,,13.483333,73.283333,19-09-2004 05:48,Sea-Bird SBE 9 Data File,C:\CTDDATA\23.dat,2881.0,2504.0,19.0,998.0
24.HDR,CMLRE_CTD,cr228,24,,228,,14.536167,73.174667,18-09-2004 18:06,Sea-Bird SBE 9 Data File,C:\CTDDATA\24.dat,2881.0,2504.0,19.0,200.0
25.HDR,CMLRE_CTD,cr228,25,,228,,14.536167,73.114333,18-09-2004 13:18,Sea-Bird SBE 9 Data File,C:\CTDDATA\25.dat,2881.0,2504.0,19.0,501.0
26.HDR,CMLRE_CTD,cr228,26,,228,,14.516667,72.966667,18-09-2004 06:30,Sea-Bird SBE 9 Data File,C:\CTDDATA\26.dat,2881.0,2504.0,19.0,950.0
27.HDR,CMLRE_CTD,cr228,27,,228,,15.428056,72.858833,17-09-2004 18:00,Sea-Bird SBE 9 Data File,C:\CTDDATA\27.dat,2881.0,2504.0,19.0,200.0
28.HDR,CMLRE_CTD,cr228,28,,228,,15.436833,72.776667,17-09-2004 13:58,Sea-Bird SBE 9 Data File,C:\CTDDATA\28.dat,2881.0,2504.0,19.0,499.0
29.HDR,CMLRE_CTD,cr228,29,,228,,15.4275,72.628611,17-09-2004 07:56,Sea-Bird SBE 9 Data File,C:\CTDDATA\29.dat,2881.0,2504.0,19.0,998.0
30.HDR,CMLRE_CTD,cr228,30,,228,,16.129167,72.460667,16-09-2004 13:20,Sea-Bird SBE 9 Data File,C:\CTDDATA\30.dat,2881.0,2504.0,19.0,188.0
31.HDR,CMLRE_CTD,cr228,31,,228,,16.133333,72.4,16-09-2004 17:36,Sea-Bird SBE 9 Data File,C:\CTDDATA\31.dat,2881.0,2504.0,19.0,418.0
32.HDR,CMLRE_CTD,cr228,32,,228,,16.131667,72.331167,16-09-2004 22:45,Sea-Bird SBE 9 Data File,C:\CTDDATA\32.dat,2881.0,2504.0,19.0,874.0
33.HDR,CMLRE_CTD,cr228,33,,228,,17.266667,71.75,16-09-2004 00:03,Sea-Bird SBE 9 Data File,C:\CTDDATA\33.dat,2881.0,2504.0,19.0,199.0
34.HDR,CMLRE_CTD,cr228,34,,288,,17.266667,71.633333,15-09-2004 20:01,Sea-Bird SBE 9 Data File,C:\CTDDATA\34.dat,2881.0,2504.0,19.0,499.0
35.HDR,CMLRE_CTD,cr228,35,,228,,17.233333,71.483333,15-09-2004 12:43,Sea-Bird SBE 9 Data File,C:\CTDDATA\35.dat,2881.0,2504.0,19.0,974.0
36.HDR,CMLRE_CTD,cr228,36,,228,,18.504667,70.457333,11-09-2004 21:41,Sea-Bird SBE 9 Data File,C:\CTDDATA\36.dat,2881.0,2504.0,19.0,196.0
37.HDR,CMLRE_CTD,cr228,37,,228,,18.645556,70.381389,11-09-2004 15:23,Sea-Bird SBE 9 Data File,C:\CTDDATA\37.dat,2881.0,2504.0,19.0,500.0
38.HDR,CMLRE_CTD,cr228,,,,,18.498667,70.279167,11-09-2004 11:25,Sea-Bird SBE 9 Data File,C:\CTDDATA\38.dat,2881.0,2504.0,19.0,849.0
39.HDR,CMLRE_CTD,cr228,39,,228,,19.766167,69.497667,10-09-2004 19:10,Sea-Bird SBE 9 Data File,C:\CTDDATA\39.dat,2881.0,2504.0,19.0,183.0
40.HDR,CMLRE_CTD,cr228,,,,,19.75,69.413333,10-09-2004 13:39,Sea-Bird SBE 9 Data File,C:\CTDDATA\40.dat,2881.0,2504.0,19.0,495.0
41.HDR,CMLRE_CTD,cr228,41,,228,,19.752222,69.3375,10-09-2004 07:37,Sea-Bird SBE 9 Data File,C:\CTDDATA\41.dat,2881.0,2504.0,19.0,796.0
42.HDR,CMLRE_CTD,cr228,42,,228,,20.742222,69.260556,07-09-2004 15:20,Sea-Bird SBE 9 Data File,C:\CTDDATA\42.dat,2881.0,2504.0,19.0,193.0
43.HDR,CMLRE_CTD,cr228,43,,228,,20.735667,69.1825,07-09-2004 19:12,Sea-Bird SBE 9 Data File,C:\CTDDATA\43.dat,2881.0,2504.0,19.0,491.0
44.HDR,CMLRE_CTD,cr228,44,,228,,20.752778,69.0875,09-09-2004 14:04,Sea-Bird SBE 9 Data File,C:\CTDDATA\44.dat,2881.0,2504.0,19.0,797.0
45.HDR,CMLRE_CTD,cr228,45,,228,,21.535,68.006,09-09-2004 00:08,Sea-Bird SBE 9 Data File,C:\CTDDATA\45.dat,2881.0,2504.0,19.0,194.0
46.HDR,CMLRE_CTD,cr228,46,,228,,21.497333,67.804667,08-09-2004 19:11,Sea-Bird SBE 9 Data File,C:\CTDDATA\46.dat,2881.0,2504.0,19.0,449.0
47.HDR,CMLRE_CTD,cr228,47,,228,,21.4975,67.781167,08-09-2004 12:04,Sea-Bird SBE 9 Data File,C:\CTDDATA\47.dat,2881.0,2504.0,19.0,799.0
1543.dat,CMLRE_CTD,cr229,1453,,,,8.327778,76.3,29-09-2004 11:39,Sea-Bird SBE 9 Data File,C:\CTDDATA\1453.dat,2881.0,2504.0,,
1545.dat,CMLRE_CTD,cr229,1454,Sagar Sampada,229,,8.0,75.0,30-09-2004 03:33,Sea-Bird SBE 9 Data File,C:\CTDDATA\1454.dat,2881.0,2504.0,,
1545a.dat,CMLRE_CTD,cr229,,,229,,8.0,75.0,30-09-2004 04:00,Sea-Bird SBE 9 Data File,C:\CTDDATA\1454a.dat,2881.0,2504.0,,
1546.dat,CMLRE_CTD,cr229,1546,,,,7.59,74.0,30-09-2004 15:27,Sea-Bird SBE 9 Data File,C:\CTDDATA\1546.dat,2881.0,2504.0,,
1547.dat,CMLRE_CTD,cr229,1547,,,,8.0,73.0,01-10-2004 04:37,Sea-Bird SBE 9 Data File,C:\CTDDATA\1547.dat,2881.0,2504.0,,
1547a.dat,CMLRE_CTD,cr229,1547a,,,,8.0,73.0,01-10-2004 04:03,Sea-Bird SBE 9 Data File,C:\CTDDATA\1547a.dat,2881.0,2504.0,,
1547b.dat,CMLRE_CTD,cr229,1547b,sagar Sampada,229,,8.0,75.766667,01-10-2004 10:01,Sea-Bird SBE 9 Data File,C:\CTDDATA\1547b.dat,2881.0,2504.0,,
1547c.dat,CMLRE_CTD,cr229,1547c,Forv sagar sapmada,229,,8.019722,73.215278,01-10-2004 15:59,Sea-Bird SBE 9 Data File,C:\CTDDATA\1547c.dat,2881.0,2504.0,,
1548.dat,CMLRE_CTD,cr229,1548,,,,8.0,72.0,02-10-2004 06:58,Sea-Bird SBE 9 Data File,C:\CTDDATA\1548.dat,2881.0,2504.0,,
1549.dat,CMLRE_CTD,cr229,1549,,,,9.9775,69.018333,03-10-2004 18:25,Sea-Bird SBE 9 Data File,C:\CTDDATA\1549.dat,2881.0,2504.0,,
1550.dat,CMLRE_CTD,cr229,1550,Sagar Sampada,229,,9.983333,70.0,04-10-2004 04:41,Sea-Bird SBE 9 Data File,C:\CTDDATA\1550.dat,2881.0,2504.0,,
1550a.dat,CMLRE_CTD,cr229,1550a,,,,10.0,70.03,04-10-2004 05:10,Sea-Bird SBE 9 Data File,C:\CTDDATA\1550a.dat,2881.0,2504.0,,
1550b.dat,CMLRE_CTD,cr229,1550b,,,,9.967778,70.098889,04-10-2004 10:01,Sea-Bird SBE 9 Data File,C:\CTDDATA\1550b.dat,2881.0,2504.0,,
1550c.dat,CMLRE_CTD,cr229,1550c,,,,9.919722,70.210278,04-10-2004 16:03,Sea-Bird SBE 9 Data File,C:\CTDDATA\1550c.dat,2881.0,2504.0,,
1551.dat,CMLRE_CTD,cr229,1551,,,,10.006944,71.002778,05-10-2004 02:13,Sea-Bird SBE 9 Data File,C:\CTDDATA\1551.dat,2881.0,2504.0,,
1552.dat,CMLRE_CTD,cr229,1552,Sagar Sampada,229,,9.983333,72.0,05-10-2004 12:28,Sea-Bird SBE 9 Data File,C:\CTDDATA\1552.dat,2881.0,2504.0,,
1553.dat,CMLRE_CTD,cr229,1553,,,,10.006333,72.983333,05-10-2004 22:46,Sea-Bird SBE 9 Data File,C:\CTDDATA\1553.dat,2881.0,2504.0,,
1554.dat,CMLRE_CTD,cr229,1554,,,,10.000278,74.008611,06-10-2004 09:50,Sea-Bird SBE 9 Data File,C:\CTDDATA\1554.dat,2881.0,2504.0,,
1555.dat,CMLRE_CTD,cr229,1555,,229,,10.0,75.0,06-10-2004 20:05,Sea-Bird SBE 9 Data File,C:\CTDDATA\1555.dat,2881.0,2504.0,,
1556.dat,CMLRE_CTD,cr229,1556,,,,9.993611,75.33,07-10-2004 05:16,Sea-Bird SBE 9 Data File,C:\CTDDATA\1556.dat,2881.0,2504.0,,
1556pp.dat,CMLRE_CTD,cr229,1556pp,,,,10.0,75.32,07-10-2004 04:14,Sea-Bird SBE 9 Data File,C:\CTDDATA\1556pp.dat,2881.0,2504.0,,
1557.dat,CMLRE_CTD,cr229,1557,,,,12.969444,73.932222,09-10-2004 01:54,Sea-Bird SBE 9 Data File,C:\CTDDATA\1557.dat,2881.0,2504.0,,
1558.dat,CMLRE_CTD,cr229,1558,,,,13.004167,73.004167,09-10-2004 11:21,Sea-Bird SBE 9 Data File,C:\CTDDATA\1558.dat,2881.0,2504.0,,
1559.dat,CMLRE_CTD,cr229,1559,,229,1500i,13.0,71.866667,09-10-2004 23:14,Sea-Bird SBE 9 Data File,C:\CTDDATA\1559.dat,2881.0,2504.0,,
1560A.dat,CMLRE_CTD,cr229,1560A,,,,12.59,71.18,10-10-2004 05:52,Sea-Bird SBE 9 Data File,C:\CTDDATA\1560A.dat,2881.0,2504.0,,
1560b.dat,CMLRE_CTD,cr229,1560b,,,,13.067,71.315833,10-10-2004 10:30,Sea-Bird SBE 9 Data File,C:\CTDDATA\1560b.dat,2881.0,2504.0,,
1560c.dat,CMLRE_CTD,cr229,1560c,,,,13.001944,71.333333,10-10-2004 16:07,Sea-Bird SBE 9 Data File,C:\CTDDATA\1560c.dat,2881.0,2504.0,,
1560micro.dat,CMLRE_CTD,cr229,1560micro,,,,13.016111,71.314722,10-10-2004 09:36,Sea-Bird SBE 9 Data File,C:\CTDDATA\1560micro.dat,2881.0,2504.0,,
1560pp.dat,CMLRE_CTD,cr229,1560pp,,,,13.008056,71.323333,10-10-2004 05:18,Sea-Bird SBE 9 Data File,C:\CTDDATA\1560pp.dat,2881.0,2504.0,,
1561.dat,CMLRE_CTD,cr229,1561,,,,13.0,69.59,11-10-2004 06:40,Sea-Bird SBE 9 Data File,C:\CTDDATA\1561.dat,2881.0,2504.0,,
1562.dat,CMLRE_CTD,cr229,1562,,229,,11.483333,71.003889,11-10-2004 22:08,Sea-Bird SBE 9 Data File,C:\CTDDATA\1562.dat,2881.0,2504.0,,
1563.dat,CMLRE_CTD,cr229,1563,,,,11.483333,71.7,12-10-2004 06:11,Sea-Bird SBE 9 Data File,C:\CTDDATA\1563.dat,2881.0,2504.0,,
1563b.dat,CMLRE_CTD,cr229,1563b,,,,11.464167,71.754167,12-10-2004 10:08,Sea-Bird SBE 9 Data File,C:\CTDDATA\1563b.dat,2881.0,2504.0,,
1563c.dat,CMLRE_CTD,cr229,1563c,,,,11.22,71.45,12-10-2004 16:01,Sea-Bird SBE 9 Data File,C:\CTDDATA\1563c.dat,2881.0,2504.0,,
1563micro.dat,CMLRE_CTD,cr229,1563micro,,,,11.471111,71.748889,12-10-2004 09:40,Sea-Bird SBE 9 Data File,C:\CTDDATA\1563micro.dat,2881.0,2504.0,,
1563pp.dat,CMLRE_CTD,cr229,1563pp,,229,,11.483333,71.7,12-10-2004 05:20,Sea-Bird SBE 9 Data File,C:\CTDDATA\1563pp.dat,2881.0,2504.0,,
1564.dat,CMLRE_CTD,cr229,1564,,,,11.451944,73.071667,13-10-2004 06:41,Sea-Bird SBE 9 Data File,C:\CTDDATA\1564.dat,2881.0,2504.0,,
1565.dat,CMLRE_CTD,cr229,1565,,,,11.512778,74.003333,13-10-2004 16:35,Sea-Bird SBE 9 Data File,C:\CTDDATA\1565.dat,2881.0,2504.0,,
1566a.dat,CMLRE_CTD,cr229,1566a,,,,11.0375,74.966667,14-10-2004 06:51,Sea-Bird SBE 9 Data File,C:\CTDDATA\1566a.dat,2881.0,2504.0,,
1566b.dat,CMLRE_CTD,cr229,1566b,Sagar Sampada,229,,11.016667,74.966667,14-10-2004 10:12,Sea-Bird SBE 9 Data File,C:\CTDDATA\1566b.dat,2881.0,2504.0,,
1566c.dat,CMLRE_CTD,cr229,,,229,,10.9,75.175556,14-10-2004 16:03,Sea-Bird SBE 9 Data File,C:\CTDDATA\1566c.dat,2881.0,2504.0,,
1566micro.dat,CMLRE_CTD,cr229,1566micro,,,,11.045833,74.984722,14-10-2004 09:38,Sea-Bird SBE 9 Data File,C:\CTDDATA\1566micro.dat,2881.0,2504.0,,
1566pp.dat,CMLRE_CTD,cr229,1566pp,,,,11.82,75.713333,14-10-2004 05:18,Sea-Bird SBE 9 Data File,C:\CTDDATA\1566pp.dat,2881.0,2504.0,,
229app.dat,CMLRE_CTD,cr229,229a,,,,8.587222,76.574444,29-09-2004 05:21,Sea-Bird SBE 9 Data File,C:\CTDDATA\229app.dat,2881.0,2504.0,,
229pp.dat,CMLRE_CTD,cr229,229pp,,,,8.587222,76.59,29-09-2004 07:26,Sea-Bird SBE 9 Data File,C:\CTDDATA\229pp.dat,2881.0,2504.0,,
168.dat,CMLRE_CTD,cruise170,168,,170,80,8.5,76.5,12-08-1998 09:00,,168.dat,,,,
172.dat,CMLRE_CTD,cruise170,172,,170,,8.066667,75.5,12-10-1998 16:40,,172.dat,,,,
173.dat,CMLRE_CTD,cruise170,173,,170,,8.5,74.5,12-10-1998 00:00,,173.dat,,,,
174.dat,CMLRE_CTD,cruise170,174,,170,,8.5,72.166667,12-11-1998 00:00,,174.dat,,,,
179.dat,CMLRE_CTD,cruise170,179,,170,,12.5,74.166667,14-12-1998 00:00,,179.dat,,,,
182.dat,CMLRE_CTD,cruise170,182,,170,,11.5,74.5,16-12-1998 00:00,,182.dat,,,,
183.dat,CMLRE_CTD,cruise170,183,,170,,10.5,75.5,17-12-1998 00:00,,183.dat,,,,
184.dat,CMLRE_CTD,cruise170,184,,170,,10.5,74.5,17-12-1998 00:00,,184.dat,,,,
185.dat,CMLRE_CTD,cruise170,185,,170,,10.5,73.5,17-12-1998 00:00,,185.dat,,,,
186.dat,CMLRE_CTD,cruise170,186,,170,,10.416667,71.416667,18-12-1998 00:00,,186.dat,,,,
Station_01.hdr,SK 303 CTD  Data,,,,,,20.744333,65.325833,22-02-2013 20:06,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_01.hdr,5216.0,3690.0,,
Station_02.hdr,SK 303 CTD  Data,,,,,,19.082333,66.598667,23-02-2013 13:59,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_02.hdr,5216.0,3690.0,,
Station_03.hdr,SK 303 CTD  Data,,,,,,17.829167,68.3025,24-02-2013 08:58,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_03.hdr,5216.0,3690.0,,
Station_01.hdr,SK 303 CTD  Data,Processing Data,303 Station 01,ORV Sagar kanya ORV SAGAR KANYA,,,20.744333,65.325833,22-02-2013 20:06,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_01.hex,5216.0,3690.0,11.0,176617.0
Station_02.hdr,SK 303 CTD  Data,Processing Data,303 Station 02,ORV Sagar kanya,,,19.082333,66.598667,23-02-2013 13:59,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_02.hex,5216.0,3690.0,11.0,178227.0
Station_03.hdr,SK 303 CTD  Data,Processing Data,303 Station 3,ORV Sagar kanya ORV SAGAR KANYA,,,17.829167,68.3025,24-02-2013 08:58,Sea-Bird SBE 9 Data File,E:\SK 303 CTD  Data\Station_03.hex,5216.0,3690.0,11.0,103509.0
19-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,15.933983,72.531233,19-02-2013 08:15,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\19-02-2013.hdr,3332.0,3332.0,,
20-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,17.73155,68.9578,20-02-2013 07:45,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\20-02-2013.hdr,3332.0,3332.0,,
21-02-2013.hdr,SK 303 TSG,,,ORV SAGAR KANYA,,,20.329767,65.883383,21-02-2013 07:52,Sea-Bird SBE 21 Data File,C:\TSG Datas\SK 303 TSG\21-02-2013.hdr,3332.0,3332.0,,
