SourceFile,SourceFolder,InputFile,Station,Ship,Cruise,Depth,Latitude(decimal),Longitude(decimal),Datetime,Ship_CD,Country_CD,Inst_Code,EEZ
sk103.csv,CTD_NIO_1m,SK_103_1,1,ORV Sagar Kanya,103,65,15.368,73.311,26-06-1995 23:50,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_2,2,ORV Sagar Kanya,103,95,15.382,73.115,27-06-1995 02:17,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_3,3,ORV Sagar Kanya,103,210,15.372,72.832,27-06-1995 05:19,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_4,4,ORV Sagar Kanya,103,600,15.303,72.767,27-06-1995 07:44,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_5,5,ORV Sagar Kanya,103,930,15.273,72.687,27-06-1995 10:15,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_6,6,ORV Sagar Kanya,103,1400,15.202,72.55,27-06-1995 13:34,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_7,7,ORV Sagar Kanya,103,1700,15.14,72.405,27-06-1995 16:57,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_8,8,ORV Sagar Kanya,103,2000,14.994,71.993,27-06-1995 21:20,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_9,9,ORV Sagar Kanya,103,2600,15.002,71.0,28-06-1995 05:24,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_10,10,ORV Sagar Kanya,103,2600,15.0,70.0,28-06-1995 13:48,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_11,11,ORV Sagar Kanya,103,2600,15.007,69.0,29-06-1995 01:07,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_12,12,ORV Sagar Kanya,103,0,15.0,68.002,29-06-1995 11:34,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_13,13,ORV Sagar Kanya,103,0,15.005,67.005,30-06-1995 08:01,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_14,14,ORV Sagar Kanya,103,0,15.002,66.002,30-06-1995 19:52,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_15,15,ORV Sagar Kanya,103,0,15.011,64.992,07-01-1995 07:04,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_16,16,ORV Sagar Kanya,103,0,15.002,64.007,07-01-1995 19:40,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_17,17,ORV Sagar Kanya,103,3900,15.005,63.002,07-02-1995 06:27,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_18,18,ORV Sagar Kanya,103,3950,15.05,62.066,07-02-1995 21:27,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_22,22,ORV Sagar Kanya,103,0,18.015,61.418,07-04-1995 13:47,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_23,23,ORV Sagar Kanya,103,0,19.009,62.009,07-04-1995 22:14,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_25,25,ORV Sagar Kanya,103,0,19.752,64.622,07-05-1995 20:13,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_26,26,ORV Sagar Kanya,103,0,19.0,67.0,07-06-1995 13:32,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_27,27,ORV Sagar Kanya,103,0,17.0,68.009,07-07-1995 09:02,SK,41,NIO,0
sk103.csv,CTD_NIO_1m,SK_103_29,29,ORV Sagar Kanya,103,0,15.185,71.503,07-08-1995 19:15,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_32,32,ORV Sagar Kanya,103,365,8.781,75.802,07-10-1995 23:03,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_33,33,ORV Sagar Kanya,103,310,8.841,75.963,07-11-1995 01:44,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_34,34,ORV Sagar Kanya,103,55,8.928,76.141,07-11-1995 04:29,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_35,35,ORV Sagar Kanya,103,40,8.986,76.319,07-11-1995 06:24,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_36,36,ORV Sagar Kanya,103,25,9.58,76.114,07-11-1995 10:44,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_37,37,ORV Sagar Kanya,103,33,10.184,75.889,07-11-1995 15:31,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_38,38,ORV Sagar Kanya,103,33,10.784,75.686,07-11-1995 20:34,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_39,39,ORV Sagar Kanya,103,33,10.632,75.604,07-11-1995 22:51,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_40,40,ORV Sagar Kanya,103,110,10.568,75.418,07-12-1995 01:03,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_41,41,ORV Sagar Kanya,103,260,10.5,75.25,07-12-1995 03:00,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_44,44,ORV Sagar Kanya,103,58,11.233,75.187,07-12-1995 17:15,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_45,45,ORV Sagar Kanya,103,40,11.364,75.37,07-12-1995 19:30,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_46,46,ORV Sagar Kanya,103,25,11.448,75.5,07-12-1995 21:57,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_47,47,ORV Sagar Kanya,103,30,11.852,75.15,13-07-1995 01:48,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_48,48,ORV Sagar Kanya,103,50,11.783,75.032,13-07-1995 03:18,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_49,49,ORV Sagar Kanya,103,62,11.742,74.826,13-07-1995 05:23,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_50,50,ORV Sagar Kanya,103,620,11.634,74.651,13-07-1995 07:38,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_51,51,ORV Sagar Kanya,103,750,11.601,74.573,13-07-1995 09:04,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_53,53,ORV Sagar Kanya,103,36,12.207,74.953,13-07-1995 19:52,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_54,54,ORV Sagar Kanya,103,36,13.77,74.307,14-07-1995 07:26,SK,41,NIO,1
sk103.csv,CTD_NIO_1m,SK_103_55,55,ORV Sagar Kanya,103,35,14.628,73.979,14-07-1995 14:21,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_1,1,ORV Sagar Kanya,104,50,15.417,73.5,19-07-1995 21:00,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_2,2,ORV Sagar Kanya,104,110,15.418,73.003,20-07-1995 02:30,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_4,4,ORV Sagar Kanya,104,1700,15.415,72.0,20-07-1995 14:24,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_5,5,ORV Sagar Kanya,104,2000,15.415,71.5,20-07-1995 20:08,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_8,8,ORV Sagar Kanya,104,1900,12.5,73.5,22-07-1995 01:29,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_17,13,ORV Sagar Kanya,104,180,11.0,75.125,24-07-1995 06:56,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_18,14,ORV Sagar Kanya,104,100,10.497,75.505,24-07-1995 11:23,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_26,19,ORV Sagar Kanya,104,2210,10.042,73.53,26-07-1995 19:34,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_29,22,ORV Sagar Kanya,104,2300,10.225,72.0,27-07-1995 05:19,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_30,23,ORV Sagar Kanya,104,3700,10.313,71.008,27-07-1995 13:33,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_32,25,ORV Sagar Kanya,104,4400,10.503,69.0,28-07-1995 06:08,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_35,28,ORV Sagar Kanya,104,4400,10.787,66.0,29-07-1995 10:10,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_44,32,ORV Sagar Kanya,104,4200,12.005,63.998,31-07-1995 07:10,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_47,34,ORV Sagar Kanya,104,4100,13.003,63.998,31-07-1995 16:57,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_48,36,ORV Sagar Kanya,104,3900,14.008,64.003,08-02-1995 01:07,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_65,57,ORV Sagar Kanya,104,120,18.005,70.803,08-09-1995 19:23,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_9,0009A,ORV Sagar Kanya,104,225,12.5,74.207,22-07-1995 15:07,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_12,0009D,ORV Sagar Kanya,104,225,12.458,74.243,22-07-1995 20:54,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_13,0009E,ORV Sagar Kanya,104,225,12.417,74.287,23-07-1995 03:34,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_20,0015B,ORV Sagar Kanya,104,275,9.99,75.61,24-07-1995 17:30,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_21,0015C,ORV Sagar Kanya,104,300,10.047,75.608,24-07-1995 19:49,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_22,0015D,ORV Sagar Kanya,104,300,10.042,75.597,24-07-1995 22:01,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_36,0030A,ORV Sagar Kanya,104,4300,10.967,64.32,30-07-1995 03:38,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_37,0030B,ORV Sagar Kanya,104,4300,10.968,64.342,30-07-1995 04:53,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_40,0030E,ORV Sagar Kanya,104,4400,10.958,64.537,30-07-1995 15:25,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_41,0030F,ORV Sagar Kanya,104,4400,10.962,64.563,30-07-1995 17:05,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_45,0032A,ORV Sagar Kanya,104,4200,12.017,64.047,31-07-1995 09:08,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_51,0038C,ORV Sagar Kanya,104,3900,15.017,64.217,08-02-1995 16:30,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_52,0038D,ORV Sagar Kanya,104,3900,15.03,64.223,08-02-1995 18:08,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_54,0040A,ORV Sagar Kanya,104,3500,16.003,64.005,08-03-1995 11:50,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_55,0040B,ORV Sagar Kanya,104,3749,16.032,64.04,08-03-1995 13:31,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_58,0054A,ORV Sagar Kanya,104,320,15.388,72.825,08-07-1995 16:07,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_61,0054D,ORV Sagar Kanya,104,165,15.275,72.958,08-07-1995 22:59,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_62,0054E,ORV Sagar Kanya,104,160,15.22,72.967,08-08-1995 05:07,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_66,0058A,ORV Sagar Kanya,104,1500,18.667,70.0,08-10-1995 02:57,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_68,0058C,ORV Sagar Kanya,104,1000,18.663,70.102,08-10-1995 09:44,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_69,0058D,ORV Sagar Kanya,104,1000,18.682,70.135,08-10-1995 10:56,SK,41,NIO,1
sk104.csv,CTD_NIO_1m,SK_104_52,0038D,ORV Sagar Kanya,104,3900,15.03,64.223,08-02-1995 18:08,SK,41,NIO,0
sk104.csv,CTD_NIO_1m,SK_104_54,0040A,ORV Sagar Kanya,104,3500,16.003,64.005,08-03-1995 11:50,SK,41,NIO,0
sk105a.csv,CTD_NIO_1m,SK_105A_1,1,ORV Sagar Kanya,105A,1099,12.498,72.5,20-09-1995 03:30,SK,41,NIO,1
sk105a.csv,CTD_NIO_1m,SK_105A_2,2,ORV Sagar Kanya,105A,1798,11.498,72.498,20-09-1995 12:36,SK,41,NIO,1
sk105a.csv,CTD_NIO_1m,SK_105A_3,3,ORV Sagar Kanya,105A,1000,12.5,74.0,23-09-1995 10:10,SK,41,NIO,1
sk109.csv,CTD_NIO_1m,SK_109_1,1,ORV Sagar Kanya,109,3000,5.0,60.0,01-09-1996 11:37,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_2,2,ORV Sagar Kanya,109,4200,4.008,60.008,01-09-1996 20:30,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_3,3,ORV Sagar Kanya,109,4000,3.008,60.001,01-10-1996 04:57,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_4,4,ORV Sagar Kanya,109,4000,2.007,60.008,01-10-1996 13:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_5,5,ORV Sagar Kanya,109,4000,1.505,60.0,01-10-1996 18:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_6,6,ORV Sagar Kanya,109,4200,1.015,60.0,01-10-1996 22:48,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_7,7,ORV Sagar Kanya,109,4000,0.505,60.0,01-11-1996 03:33,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_8,8,ORV Sagar Kanya,109,3900,0.0,60.0,01-11-1996 08:25,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_9,9,ORV Sagar Kanya,109,4100,-0.495,59.995,01-11-1996 12:55,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_10,10,ORV Sagar Kanya,109,4100,-1.0,60.0,01-11-1996 18:40,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_11,11,ORV Sagar Kanya,109,4300,-1.507,60.0,01-12-1996 00:01,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_12,12,ORV Sagar Kanya,109,4000,-2.002,60.0,01-12-1996 04:40,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_13,13,ORV Sagar Kanya,109,4350,-3.003,60.0,01-12-1996 11:50,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_14,14,ORV Sagar Kanya,109,3600,-4.0,60.0,01-12-1996 19:30,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_15,15,ORV Sagar Kanya,109,4300,-5.0,60.0,13-01-1996 03:12,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_16,16,ORV Sagar Kanya,109,4000,-5.002,65.0,14-01-1996 13:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_17,17,ORV Sagar Kanya,109,4000,-4.008,65.024,15-01-1996 01:13,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_18,18,ORV Sagar Kanya,109,4100,-3.003,65.0,15-01-1996 23:25,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_19,19,ORV Sagar Kanya,109,4000,-2.0,65.0,16-01-1996 15:20,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_20,20,ORV Sagar Kanya,109,4300,-1.5,65.0,17-01-1996 03:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_21,21,ORV Sagar Kanya,109,3500,-1.003,64.972,17-01-1996 14:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_22,22,ORV Sagar Kanya,109,3100,-0.5,65.0,17-01-1996 23:20,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_23,23,ORV Sagar Kanya,109,3900,0.003,64.975,18-01-1996 07:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_24,24,ORV Sagar Kanya,109,3800,0.515,64.997,18-01-1996 14:25,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_25,25,ORV Sagar Kanya,109,3600,1.0,65.008,18-01-1996 23:15,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_26,26,ORV Sagar Kanya,109,3000,1.507,64.997,19-01-1996 05:05,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_27,27,ORV Sagar Kanya,109,3200,2.015,64.975,19-01-1996 12:10,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_28,28,ORV Sagar Kanya,109,2800,3.008,64.995,19-01-1996 21:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_29,29,ORV Sagar Kanya,109,3335,4.0,65.0,20-01-1996 07:40,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_30,30,ORV Sagar Kanya,109,2290,5.0,65.0,20-01-1996 17:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_31,31,ORV Sagar Kanya,109,4050,5.0,69.0,22-01-1996 06:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_32,32,ORV Sagar Kanya,109,4000,4.0,69.0,22-01-1996 16:35,SK,41,NIo,0
sk109.csv,CTD_NIO_1m,SK_109_33,33,ORV Sagar Kanya,109,5200,-4.995,76.007,26-01-1996 04:50,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_34,34,ORV Sagar Kanya,109,4800,-4.0,75.997,26-01-1996 13:35,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_35,35,ORV Sagar Kanya,109,5000,-2.995,76.0,26-01-1996 22:30,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_36,36,ORV Sagar Kanya,109,4600,-2.0,76.0,27-01-1996 07:47,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_37,37,ORV Sagar Kanya,109,4600,-1.049,75.995,27-01-1996 13:24,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_38,38,ORV Sagar Kanya,109,4650,-0.995,76.02,27-01-1996 18:15,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_39,39,ORV Sagar Kanya,109,4400,-0.5,76.0,27-01-1996 23:30,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_40,40,ORV Sagar Kanya,109,4200,0.002,76.008,28-01-1996 05:20,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_41,41,ORV Sagar Kanya,109,4250,0.518,76.002,28-01-1996 11:23,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_42,42,ORV Sagar Kanya,109,4100,1.0,75.975,28-01-1996 18:00,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_43,43,ORV Sagar Kanya,109,3700,1.5,76.0,29-01-1996 00:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_44,44,ORV Sagar Kanya,109,3000,2.002,76.0,29-01-1996 06:45,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_45,45,ORV Sagar Kanya,109,3500,3.002,76.022,29-01-1996 16:40,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_46,46,ORV Sagar Kanya,109,3000,4.012,76.007,30-01-1996 03:25,SK,41,NIO,0
sk109.csv,CTD_NIO_1m,SK_109_47,47,ORV Sagar Kanya,109,2100,5.005,75.578,30-01-1996 14:00,SK,41,NI,0
sk110.csv,CTD_NIO_1m,SK_110_1,0001A,ORV Sagar Kanya,110,2700,19.997,65.998,03-03-1996 17:55,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_2,0002A,ORV Sagar Kanya,110,3100,20.24,67.305,03-04-1996 10:20,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_3,0003A,ORV Sagar Kanya,110,3000,19.563,65.5,03-04-1996 19:15,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_4,0003B,ORV Sagar Kanya,110,3000,19.533,65.463,03-04-1996 22:15,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_5,0004A,ORV Sagar Kanya,110,3100,18.972,66.475,03-05-1996 09:00,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_6,0004B,ORV Sagar Kanya,110,2978,18.942,66.442,03-05-1996 13:00,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_7,0004C,ORV Sagar Kanya,110,2900,18.92,66.38,03-05-1996 15:15,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_8,0004D,ORV Sagar Kanya,110,2900,18.895,66.342,03-05-1996 18:15,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_9,0004E,ORV Sagar Kanya,110,2900,18.872,66.305,03-05-1996 21:10,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_10,0004F,ORV Sagar Kanya,110,2900,18.838,66.282,03-06-1996 00:15,SK,41,NIO,0
sk110.csv,CTD_NIO_1m,SK_110_11,0005A,ORV Sagar Kanya,110,3200,18.48,67.508,03-06-1996 09:15,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_12,0005B,ORV Sagar Kanya,110,3200,18.445,67.387,03-06-1996 12:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_13,0005C,ORV Sagar Kanya,110,3200,18.42,67.55,03-06-1996 15:15,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_14,0005D,ORV Sagar Kanya,110,3200,18.413,67.553,03-06-1996 16:00,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_15,0005E,ORV Sagar Kanya,110,3200,18.4,67.602,03-06-1996 17:40,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_16,0006A,ORV Sagar Kanya,110,3200,18.247,68.015,03-06-1996 21:00,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_17,0006B,ORV Sagar Kanya,110,3200,18.22,68.037,03-06-1996 23:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_18,0007A,ORV Sagar Kanya,110,3300,17.527,69.513,03-07-1996 10:05,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_19,0007B,ORV Sagar Kanya,110,3300,17.482,69.502,03-07-1996 13:15,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_20,0007C,ORV Sagar Kanya,110,3300,17.445,69.482,03-07-1996 16:00,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_21,0007D,ORV Sagar Kanya,110,3300,17.385,69.442,03-07-1996 19:05,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_22,0007E,ORV Sagar Kanya,110,3300,17.33,69.398,03-07-1996 22:00,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_23,0007F,ORV Sagar Kanya,110,3300,17.292,69.375,03-07-1996 23:55,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_24,0008A,ORV Sagar Kanya,110,3000,17.083,70.502,03-08-1996 07:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_25,0008B,ORV Sagar Kanya,110,3000,17.6,70.525,03-08-1996 10:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_26,0008C,ORV Sagar Kanya,110,3000,17.035,70.542,03-08-1996 13:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_27,0008D,ORV Sagar Kanya,110,3000,16.997,70.548,03-08-1996 16:30,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_28,0008E,ORV Sagar Kanya,110,3000,16.952,70.543,03-08-1996 19:20,SK,41,NIO,1
sk110.csv,CTD_NIO_1m,SK_110_29,0008F,ORV Sagar Kanya,110,3000,16.897,71.523,03-08-1996 22:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_1,1,ORV Sagar Kanya,110A,4156,16.517,70.462,14-04-1996 14:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_2,2,ORV Sagar Kanya,110A,88,19.2,70.567,15-04-1996 10:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_3,3,ORV Sagar Kanya,110A,84,19.505,70.482,15-04-1996 14:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_4,4,ORV Sagar Kanya,110A,3570,16.758,69.847,16-04-1996 10:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_5,5,ORV Sagar Kanya,110A,113,15.608,72.937,17-04-1996 09:45,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_6,6,ORV Sagar Kanya,110A,126,15.353,72.817,17-04-1996 14:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_7,7,ORV Sagar Kanya,110A,356,12.585,72.675,18-04-1996 10:30,SK,41,NIO,1
sk110a.csv,CTD_NIO_1m,SK_110A_8,8,ORV Sagar Kanya,110A,248,12.732,72.418,18-04-1996 16:00,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_1,1,ORV Sagar Kanya,113,45,19.808,86.492,23-05-1996 13:00,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_2,2,ORV Sagar Kanya,113,45,20.303,87.198,23-05-1996 19:35,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_3,3,ORV Sagar Kanya,113,80,20.693,88.0,24-05-1996 02:20,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_4,4,ORV Sagar Kanya,113,400,20.198,88.595,24-05-1996 09:35,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_5,5,ORV Sagar Kanya,113,1700,19.598,89.307,24-05-1996 17:45,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_6,6,ORV Sagar Kanya,113,1700,19.018,90.0,25-05-1996 02:00,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_7,7,ORV Sagar Kanya,113,222,19.998,87.997,25-05-1996 19:20,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_8,8,ORV Sagar Kanya,113,2156,19.0,88.0,26-05-1996 06:00,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_9,9,ORV Sagar Kanya,113,2200,18.0,88.0,26-05-1996 15:55,SK,41,NIO,1
sk113.csv,CTD_NIO_1m,SK_113_10,10,ORV Sagar Kanya,113,2500,17.0,88.0,27-05-1996 05:00,SK,41,NIO,0
sk113.csv,CTD_NIO_1m,SK_113_11,11,ORV Sagar Kanya,113,2734,16.0,88.0,27-05-1996 16:40,SK,41,NIO,0
sk113.csv,CTD_NIO_1m,SK_113_12,12,ORV Sagar Kanya,113,2800,15.0,88.0,28-05-1996 07:20,SK,41,NIO,0
sk113.csv,CTD_NIO_1m,SK_113_13,13,ORV Sagar Kanya,113,3000,14.0,88.0,28-05-1996 17:20,SK,41,NIO,0
sk113.csv,CTD_NIO_1m,SK_113_14,14,ORV Sagar Kanya,113,3000,13.0,88.0,29-05-1996 04:10,SK,41,NIO,0
sk113.csv,CTD_NIO_1m,SK_113_15,15,ORV Sagar Kanya,113,3100,12.0,88.0,29-05-1996 13:55,SK,41,NIO,0
