Ship,Cruise ID,Station,Latitude,Longitude,Start Time,Parameters,TraceID,folderpath_filename
ORV. Sagar Kanya,SK277,NaN,NA,NA,Nov 13 2010 23:03:53,"depSM, prDM, c0S/m, t090C, sal00, svCM, flECO-AFL, sbeox0ML/L, oxsatML/L, flag",SK277_NA_NA_NA_Nov13201023-03-53_CTD_01CTD_01.cnv,CTD_01CTD_01.cnv
